"vid","votecount","votecount_rank"
v6723,179,1646
v5349,179,1646
v22062,179,1646
v4040,179,1646
v18890,179,1646
v14839,179,1646
v20793,178,1655
v34004,178,1655
v20534,178,1655
v29061,178,1655
v23079,178,1655
v32461,177,1660
v19751,177,1660
v9196,177,1660
v50081,177,1660
v39971,177,1660
v41753,177,1660
v18649,177,1660
v22013,176,1667
v27389,176,1667
v18199,176,1667
v21366,176,1667
v22191,176,1667
v48125,176,1667
v11881,176,1667
v19611,176,1667
v4876,176,1667
v32988,176,1667
v18433,176,1667
v25492,175,1678
v23772,175,1678
v13074,175,1678
v15506,174,1681
v19474,174,1681
v21142,174,1681
v35899,174,1681
v1701,174,1681
v27492,174,1681
v28545,174,1681
v901,174,1681
v14087,174,1681
v13652,174,1681
v19686,174,1681
v12689,174,1681
v19133,174,1681
v33348,173,1694
v24351,173,1694
v32269,173,1694
v9857,173,1694
v17159,173,1694
v16106,173,1694
v24825,173,1694
v5909,173,1694
v21901,173,1694
v56,173,1694
v27276,172,1704
v16851,172,1704
v19982,172,1704
v1357,172,1704
v14846,172,1704
v23019,172,1704
v21836,172,1704
v2999,172,1704
v34778,171,1712
v1166,171,1712
v14812,171,1712
v11487,171,1712
v22873,171,1712
v21353,171,1712
v15062,171,1712
v36366,171,1712
v13908,171,1712
v16563,171,1712
v18157,171,1712
v24618,170,1723
v23403,170,1723
v36131,170,1723
v37114,170,1723
v16131,170,1723
v22195,170,1723
v32,170,1723
v23208,170,1723
v22037,170,1723
v53835,170,1723
v30227,170,1723
v34246,170,1723
v783,170,1723
v26382,170,1723
v20002,170,1723
v6411,170,1723
v26122,170,1723
v5743,169,1740
v27385,169,1740
v18259,169,1740
v420,169,1740
v17835,169,1740
v3987,169,1740
v3602,169,1740
v17849,169,1740
v17978,169,1740
v48,168,1749
v20264,168,1749
v12986,168,1749
v39649,168,1749
v21300,168,1749
v184,168,1749
v22371,168,1749
v21185,168,1749
v32887,168,1749
v17711,168,1749
v45247,168,1749
v20416,168,1749
v32758,167,1761
v26054,167,1761
v21527,167,1761
v193,167,1761
v22436,167,1761
v3334,167,1761
v17836,167,1761
v25583,167,1761
v1193,167,1761
v10325,167,1761
v7719,167,1761
v27436,167,1761
v26262,166,1773
v10396,166,1773
v29189,166,1773
v1860,166,1773
v7636,166,1773
v15869,166,1773
v4120,166,1773
v5243,166,1773
v29906,166,1773
v18757,165,1782
v24648,165,1782
v1145,165,1782
v5481,165,1782
v44096,165,1782
v20011,165,1782
v26757,165,1782
v22895,165,1782
v19372,165,1782
v11072,165,1782
v16066,165,1782
v20996,165,1782
v7507,164,1794
v14161,164,1794
v16395,164,1794
v16788,164,1794
v9768,164,1794
v26416,164,1794
v20292,164,1794
v27456,164,1794
v13036,164,1794
v14522,164,1794
v21349,164,1794
v13987,164,1794
v4429,164,1794
v29930,164,1794
v22570,164,1794
v8045,164,1794
v19661,163,1810
v19687,163,1810
v32805,163,1810
v12598,163,1810
v27829,163,1810
v8203,163,1810
v20277,163,1810
v10498,163,1810
v22582,162,1818
v18454,162,1818
v57252,162,1818
v12830,162,1818
v28716,162,1818
v1398,162,1818
v31301,162,1818
v58,161,1825
v12429,161,1825
v2125,161,1825
v19151,161,1825
v16516,161,1825
v5608,161,1825
v18708,161,1825
v20484,161,1825
v31436,161,1825
v20729,161,1825
v19974,161,1825
v20088,160,1836
v11726,160,1836
v8309,160,1836
v49147,160,1836
v12604,160,1836
v24870,160,1836
v29439,160,1836
v29154,160,1836
v28093,160,1836
v13223,159,1845
v18641,159,1845
v39685,159,1845
v28079,159,1845
v19824,159,1845
v26603,159,1845
v24634,159,1845
v1994,159,1845
v20487,159,1845
v23242,159,1845
v18810,159,1845
v18869,159,1845
v532,159,1845
v247,158,1858
v2737,158,1858
v54050,158,1858
v9435,158,1858
v24467,158,1858
v12852,158,1858
v22741,158,1858
v24725,158,1858
v21069,158,1858
v400,157,1867
v18337,157,1867
v44312,157,1867
v22205,157,1867
v41339,157,1867
v26001,157,1867
v1444,157,1867
v18141,157,1867
v21234,157,1867
v12797,156,1876
v723,156,1876
v13630,156,1876
v20315,156,1876
v15426,156,1876
v4622,156,1876
v1130,156,1876
v12146,156,1876
v36837,156,1876
v27557,155,1885
v24209,155,1885
v15446,155,1885
v11637,155,1885
v21295,155,1885
v45553,155,1885
v7060,155,1885
v11014,155,1885
v25805,155,1885
v18825,154,1894
v14650,154,1894
v16342,154,1894
v12184,154,1894
v15344,154,1894
v234,154,1894
v3184,154,1894
v875,154,1894
v21931,154,1894
v15653,154,1894
v30662,154,1894
v20966,153,1905
v24435,153,1905
v20089,153,1905
v21675,153,1905
v19378,153,1905
v21080,153,1905
v19737,153,1905
v22561,152,1912
v15944,152,1912
v22027,152,1912
v11624,152,1912
v12192,152,1912
v915,152,1912
v19726,152,1912
v13632,152,1912
v16441,152,1912
v32699,152,1912
v28556,151,1922
v25127,151,1922
v2024,151,1922
v17388,151,1922
v15497,151,1922
v9092,151,1922
v28871,151,1922
v15076,151,1922
v31447,151,1922
v15137,151,1922
v19684,151,1922
v34467,151,1922
v5871,151,1922
v15569,151,1922
v31740,150,1936
v17048,150,1936
v31662,150,1936
v11122,150,1936
v4602,150,1936
v22001,150,1936
v18147,150,1936
v5575,150,1936
v10611,150,1936
v29884,150,1936
v931,150,1936
v7967,150,1936
v28481,150,1936
v7650,150,1936
v19612,149,1950
v32855,149,1950
v6267,149,1950
v18427,149,1950
v27484,149,1950
v19283,149,1950
v100,149,1950
v17969,148,1957
v20637,148,1957
v31673,148,1957
v159,148,1957
v13228,148,1957
v964,148,1957
v476,148,1957
v12645,148,1957
v4038,148,1957
v39836,148,1957
v20744,148,1957
v22190,148,1957
v16651,148,1957
v10341,148,1957
v7360,147,1971
v24619,147,1971
v19039,147,1971
v10617,147,1971
v27450,147,1971
v12562,147,1971
v15605,147,1971
v18163,147,1971
v28793,147,1971
v21480,147,1971
v7044,147,1971
v17872,147,1971
v22480,147,1971
v29067,147,1971
v28304,147,1971
v20972,147,1971
v30628,147,1971
v24275,147,1971
v10641,146,1989
v18803,146,1989
v24721,146,1989
v16626,146,1989
v14089,146,1989
v21170,146,1989
v28285,146,1989
v30835,146,1989
v40519,146,1989
v33668,146,1989
v15744,146,1989
v36375,146,1989
v19497,146,1989
v30856,145,2002
v4540,145,2002
v21809,145,2002
v19908,145,2002
v16450,145,2002
v21455,145,2002
v2585,145,2002
v20808,145,2002
v26180,145,2002
v29503,145,2002
v25342,145,2002
v29666,145,2002
v26147,145,2002
v19465,144,2015
v9878,144,2015
v4021,144,2015
v18,144,2015
v18707,144,2015
v25720,144,2015
v23732,144,2015
v18781,144,2015
v16448,144,2015
v12271,143,2024
v18834,143,2024
v12607,143,2024
v21681,143,2024
v20591,143,2024
v16013,143,2024
v12481,143,2024
v22584,143,2024
v2971,143,2024
v4511,143,2024
v32624,143,2024
v27368,143,2024
v15718,143,2024
v16338,143,2024
v34022,143,2024
v23714,142,2039
v29581,142,2039
v3767,142,2039
v661,142,2039
v29897,142,2039
v34993,142,2039
v28587,142,2039
v1443,142,2039
v22914,142,2039
v38496,142,2039
v31661,142,2039
v29188,142,2039
v22589,142,2039
v32661,142,2039
v34078,141,2053
v1358,141,2053
v28513,141,2053
v21919,141,2053
v7660,141,2053
v8284,141,2053
v14705,141,2053
v21932,141,2053
v32612,141,2053
v21429,141,2053
v31430,141,2053
v334,141,2053
v10415,141,2053
v23652,141,2053
v13224,141,2053
v48318,141,2053
v12550,141,2053
v20202,140,2070
v37843,140,2070
v10992,140,2070
v32826,140,2070
v32484,140,2070
v12037,140,2070
v20172,140,2070
v8054,140,2070
v12575,140,2070
v7786,140,2070
v6719,140,2070
v29806,140,2070
v2390,140,2070
v2516,140,2070
v28063,140,2070
v12658,139,2085
v11343,139,2085
v44098,139,2085
v10165,139,2085
v35201,139,2085
v1639,139,2085
v33448,139,2085
v14680,139,2085
v29168,139,2085
v19627,139,2085
v17865,139,2085
v5841,139,2085
v2361,139,2085
v38067,138,2098
v10099,138,2098
v28146,138,2098
v239,138,2098
v21734,138,2098
v21714,138,2098
v27792,138,2098
v15833,138,2098
v26305,138,2098
v28188,138,2098
v163,138,2098
v49512,138,2098
v52702,138,2098
v21496,137,2111
v16748,137,2111
v32714,137,2111
v32655,137,2111
v23443,137,2111
v31675,137,2111
v36017,137,2111
v17391,137,2111
v9427,136,2119
v7445,136,2119
v12145,136,2119
v146,136,2119
v18723,136,2119
v32701,136,2119
v3883,136,2119
v10833,136,2119
v3861,136,2119
v28546,136,2119
v12447,136,2119
v30616,136,2119
v13444,136,2119
v27453,136,2119
v47458,135,2133
v21087,135,2133
v15105,135,2133
v28462,135,2133
v12661,135,2133
v4503,135,2133
v25418,135,2133
v4153,135,2133
v16862,135,2133
v16463,135,2133
v1863,135,2133
v49143,135,2133
v31504,135,2133
v37868,135,2133
v45409,135,2133
v19735,135,2133
v20538,135,2133
v3683,135,2133
v11928,135,2133
v25489,135,2133
v21183,135,2133
v14779,135,2133
v20167,134,2155
v19399,134,2155
v19905,134,2155
v20043,134,2155
v26351,134,2155
v29214,134,2155
v2124,134,2155
v1803,134,2155
v18670,134,2155
v16951,134,2155
v11869,134,2155
v16925,133,2166
v18874,133,2166
v8436,133,2166
v8290,133,2166
v49218,133,2166
v1601,133,2166
v19944,133,2166
v11067,133,2166
v28673,133,2166
v9897,133,2166
v21161,132,2176
v5082,132,2176
v15699,132,2176
v12856,132,2176
v49274,132,2176
v1594,132,2176
v20191,132,2176
v10974,132,2176
v1289,132,2176
v283,132,2176
v26819,132,2176
v13994,132,2176
v31044,132,2176
v426,132,2176
v19608,132,2176
v19287,132,2176
v6656,132,2176
v3235,132,2176
v39827,131,2194
v310,131,2194
v6487,131,2194
v24472,131,2194
v31805,131,2194
v20106,131,2194
v19662,131,2194
v38574,131,2194
v8280,131,2194
v27772,131,2194
v7916,131,2194
v3356,131,2194
v12518,131,2194
v19878,131,2194
v1115,130,2208
v1171,130,2208
v23077,130,2208
v33157,130,2208
v15019,130,2208
v5160,130,2208
v10933,130,2208
v19560,130,2208
v21239,130,2208
v3113,130,2208
v24214,130,2208
v584,130,2208
v3615,130,2208
v26678,130,2208
v14232,130,2208
v1543,129,2223
v38812,129,2223
v19904,129,2223
v20117,129,2223
v31434,129,2223
v51590,129,2223
v23285,129,2223
v30238,129,2223
v5073,129,2223
v4389,129,2223
v12419,129,2223
v4738,129,2223
v16103,129,2223
v25934,129,2223
v3415,129,2223
v2970,129,2223
v13730,128,2239
v209,128,2239
v7095,128,2239
v8082,128,2239
v20256,128,2239
v682,128,2239
v18335,128,2239
v42712,128,2239
v5289,128,2239
v9338,128,2239
v18591,128,2239
v13997,128,2239
v3111,128,2239
v10808,128,2239
v29251,127,2253
v16372,127,2253
v12599,127,2253
v6854,127,2253
v15134,127,2253
v3456,127,2253
v11069,127,2253
v24239,127,2253
v16243,127,2253
v46876,127,2253
v38882,127,2253
v23276,127,2253
v49056,127,2253
v12775,127,2253
v1873,127,2253
v47546,127,2253
v18651,127,2253
v21401,127,2253
v19173,126,2271
v21432,126,2271
v4414,126,2271
v1269,126,2271
v6035,126,2271
v23736,126,2271
v4334,126,2271
v2220,126,2271
v33130,126,2271
v10773,126,2271
v2107,126,2271
v14761,126,2271
v21717,126,2271
v20429,126,2271
v11955,126,2271
v19102,126,2271
v26485,126,2271
v4094,126,2271
v18873,126,2271
v8456,126,2271
v50153,125,2291
v23221,125,2291
v2325,125,2291
v45658,125,2291
v2412,125,2291
v13956,125,2291
v13101,125,2291
v10615,125,2291
v35246,125,2291
v36246,125,2291
v10805,125,2291
v21233,125,2291
v1493,125,2291
v18797,125,2291
v12172,125,2291
v31336,125,2291
v2655,124,2307
v11110,124,2307
v28667,124,2307
v5055,124,2307
v50504,124,2307
v21120,124,2307
v9175,124,2307
v12677,124,2307
v24294,124,2307
v42019,124,2307
v42448,124,2307
v7748,124,2307
v90,124,2307
v1333,124,2307
v19955,124,2307
v10980,124,2307
v45489,124,2307
v2697,124,2307
v19713,124,2307
v17828,123,2326
v20204,123,2326
v10392,123,2326
v1055,123,2326
v29958,123,2326
v54048,123,2326
v22798,123,2326
v13100,123,2326
v13062,123,2326
v20443,123,2326
v14425,123,2326
v18924,123,2326
v431,123,2326
v1282,123,2326
v21645,123,2326
v19953,123,2326
v16376,123,2326
v1375,123,2326
v14805,123,2326
v5033,123,2326
v10001,122,2346
v1874,122,2346
v23908,122,2346
v4106,122,2346
v4909,122,2346
v29662,122,2346
v9644,122,2346
v7272,122,2346
v27014,122,2346
v1590,122,2346
v26763,122,2346
v4883,121,2357
v28103,121,2357
v3939,121,2357
v23026,121,2357
v12526,121,2357
v24278,121,2357
v19595,121,2357
v4703,121,2357
v11292,121,2357
v5230,121,2357
v30438,121,2357
v31123,121,2357
v19455,121,2357
v20623,121,2357
v7848,121,2357
v36728,121,2357
v27367,121,2357
v20470,121,2357
v22317,121,2357
v31095,121,2357
v7138,120,2377
v36748,120,2377
v23313,120,2377
v27462,120,2377
v18888,120,2377
v44186,120,2377
v28832,120,2377
v31334,120,2377
v23543,120,2377
v32802,120,2377
v22149,120,2377
v26368,120,2377
v29405,120,2377
v24140,119,2390
v38325,119,2390
v7840,119,2390
v1917,119,2390
v16720,119,2390
v16269,119,2390
v28622,119,2390
v1067,119,2390
v38604,119,2390
v31037,119,2390
v2337,119,2390
v28799,119,2390
v3496,119,2390
v26469,118,2403
v30239,118,2403
v19583,118,2403
v8301,118,2403
v28884,118,2403
v23224,118,2403
v37252,118,2403
v45954,118,2403
v22039,118,2403
v22245,118,2403
v10926,118,2403
v28157,118,2403
v36209,118,2403
v17745,118,2403
v7529,118,2403
v17633,118,2403
v50416,118,2403
v564,118,2403
v38872,118,2403
v14739,118,2403
v18953,118,2403
v41948,118,2403
v36749,118,2403
v11634,117,2426
v41351,117,2426
v10273,117,2426
v13110,117,2426
v17540,117,2426
v185,117,2426
v3095,117,2426
v28921,117,2426
v29314,117,2426
v169,117,2426
v1337,117,2426
v20958,117,2426
v20624,117,2426
v7382,117,2426
v18002,117,2426
v23333,117,2426
v22801,117,2426
v29005,117,2426
v9890,116,2444
v7001,116,2444
v17554,116,2444
v25130,116,2444
v11180,116,2444
v28398,116,2444
v28792,116,2444
v10303,116,2444
v24536,116,2444
v54800,116,2444
v3343,116,2444
v46795,116,2444
v19604,116,2444
v10251,116,2444
v31006,116,2444
v1963,116,2444
v288,116,2444
v20136,116,2444
v22849,116,2444
v551,116,2444
v20319,115,2464
v12289,115,2464
v8520,115,2464
v4940,115,2464
v14793,115,2464
v18146,115,2464
v20369,115,2464
v26242,115,2464
v21279,115,2464
v30317,115,2464
v24722,115,2464
v21857,115,2464
v17035,115,2464
v4802,115,2464
v2076,114,2478
v10294,114,2478
v16906,114,2478
v1125,114,2478
v13060,114,2478
v53307,114,2478
v28697,114,2478
v24728,114,2478
v19365,114,2478
v13896,114,2478
v3226,114,2478
v8497,114,2478
v53590,114,2478
v4624,114,2478
v19011,114,2478
v30695,114,2478
v20854,114,2478
v37083,114,2478
v9208,114,2478
v1023,114,2478
v15277,114,2478
v40472,114,2478
v26210,114,2478
v22715,113,2501
v35777,113,2501
v12418,113,2501
v16483,113,2501
v22500,113,2501
v28460,113,2501
v36687,113,2501
v18635,113,2501
v28803,113,2501
v16854,113,2501
v44189,113,2501
v11769,113,2501
v34056,113,2501
v20672,113,2501
v14692,113,2501
v12130,113,2501
v15250,113,2501
v433,113,2501
v12975,113,2501
v1547,113,2501
v31427,112,2521
v951,112,2521
v5711,112,2521
v26592,112,2521
v18761,112,2521
v849,112,2521
v7423,112,2521
v46137,112,2521
v1086,112,2521
v28537,112,2521
v29927,112,2521
v17651,112,2521
v4372,112,2521
v26098,112,2521
v5412,112,2521
v47880,112,2521
v30788,112,2521
v7881,112,2521
v1605,111,2539
v10427,111,2539
v32174,111,2539
v20692,111,2539
v20519,111,2539
v20684,111,2539
v39919,111,2539
v10005,111,2539
v28598,111,2539
v29902,111,2539
v3625,111,2539
v29186,111,2539
v21894,111,2539
v24675,111,2539
v25414,111,2539
v20067,111,2539
v31685,111,2539
v507,111,2539
v10838,111,2539
v8282,111,2539
v53545,110,2559
v17429,110,2559
v47010,110,2559
v1172,110,2559
v24583,110,2559
v30544,110,2559
v10876,110,2559
v20189,110,2559
v21535,110,2559
v15492,110,2559
v29267,110,2559
v22043,110,2559
v2758,110,2559
v25198,110,2559
v14920,110,2559
v29074,110,2559
v21148,110,2559
v19818,109,2576
v17988,109,2576
v16129,109,2576
v21647,109,2576
v22033,109,2576
v20667,109,2576
v14262,109,2576
v18656,109,2576
v5136,109,2576
v13716,109,2576
v32793,109,2576
v10013,109,2576
v5562,109,2576
v3171,109,2576
v24470,109,2576
v2591,109,2576
v21501,109,2576
v12601,109,2576
v20251,108,2594
v29834,108,2594
v10527,108,2594
v43312,108,2594
v12394,108,2594
v10614,108,2594
v36177,108,2594
v10419,108,2594
v3160,108,2594
v2300,108,2594
v1308,108,2594
v42045,108,2594
v24507,108,2594
v19245,108,2594
v25513,108,2594
v7065,108,2594
v1320,108,2594
v31489,107,2611
v17094,107,2611
v17853,107,2611
v827,107,2611
v12711,107,2611
v23000,107,2611
v25548,107,2611
v3671,107,2611
v35279,107,2611
v3307,107,2611
v22789,107,2611
v10622,107,2611
v192,107,2611
v30301,107,2611
v43468,107,2611
v1230,107,2611
v18927,107,2611
v22881,107,2611
v298,107,2611
v33587,107,2611
v495,107,2611
v6751,107,2611
v21268,107,2611
v27691,107,2611
v21265,107,2611
v17062,107,2611
v18049,107,2611
v12038,107,2611
v24665,107,2611
v18282,106,2640
v22819,106,2640
v25813,106,2640
v4185,106,2640
v20517,106,2640
v14321,106,2640
v7261,106,2640
v4356,106,2640
v19223,106,2640
v30825,106,2640
v86,106,2640
v15802,106,2640
v27085,106,2640
v8300,106,2640
v19494,106,2640
v36615,106,2640
v14523,106,2640
v15662,106,2640
v160,106,2640
v22137,106,2640
v2713,106,2640
v23230,106,2640
v289,106,2640
v4023,106,2640
v840,106,2640
v17993,106,2640
v2366,105,2666
v7772,105,2666
v22901,105,2666
v27379,105,2666
v8486,105,2666
v28562,105,2666
v27212,105,2666
v31045,105,2666
v9905,105,2666
v25275,105,2666
v56364,105,2666
v6173,105,2666
v19493,105,2666
v19600,105,2666
v20975,105,2666
v13124,105,2666
v1111,105,2666
v8306,105,2666
v38324,105,2666
v9734,105,2666
v18875,105,2666
v19673,104,2687
v14071,104,2687
v2340,104,2687
v21137,104,2687
v20592,104,2687
v18283,104,2687
v1610,104,2687
v423,104,2687
v22156,104,2687
v4076,104,2687
v18703,104,2687
v28877,104,2687
v37021,104,2687
v49324,104,2687
v16733,104,2687
v12611,104,2687
v21830,104,2687
v13842,104,2687
v4189,103,2705
v7208,103,2705
v10289,103,2705
v9754,103,2705
v19199,103,2705
v17369,103,2705
v9642,103,2705
v19535,103,2705
v528,103,2705
v37875,103,2705
v29254,103,2705
v23167,103,2705
v11039,103,2705
v18807,103,2705
v19857,103,2705
v2710,103,2705
v29025,103,2705
v20498,103,2705
v12482,103,2705
v12443,103,2705
v5937,103,2705
v32026,103,2705
v25422,103,2705
v5843,103,2705
v2996,103,2705
v12159,103,2705
v32173,103,2705
v32757,103,2705
v32516,103,2705
v24879,102,2734
v9847,102,2734
v44707,102,2734
v19096,102,2734
v30140,102,2734
v14879,102,2734
v32165,102,2734
v3032,102,2734
v15797,102,2734
v18790,102,2734
v30994,102,2734
v21171,102,2734
v20681,102,2734
v19558,102,2734
v51106,102,2734
v20449,102,2734
v6018,102,2734
v10417,102,2734
v19441,102,2734
v54749,102,2734
v19009,102,2734
v17750,102,2734
v18007,102,2734
v14401,102,2734
v689,102,2734
v49572,102,2734
v9874,102,2734
v28268,102,2734
v10932,102,2734
v25348,101,2763
v5259,101,2763
v178,101,2763
v229,101,2763
v13905,101,2763
v25708,101,2763
v15826,101,2763
v24019,101,2763
v7648,101,2763
v22891,101,2763
v17980,101,2763
v21495,101,2763
v22026,101,2763
v20227,101,2763
v28309,101,2763
v13342,101,2763
v27912,101,2763
v10080,101,2763
v22154,101,2763
v3988,101,2763
v1621,101,2763
v3110,101,2763
v5932,101,2763
v18755,101,2763
v15287,101,2763
v14367,100,2788
v27940,100,2788
v30567,100,2788
v31700,100,2788
v22727,100,2788
v49427,100,2788
v30755,100,2788
v196,100,2788
v15697,100,2788
v24823,100,2788
v21136,100,2788
v11134,100,2788
v1842,100,2788
v27331,100,2788
v19620,100,2788
v36279,100,2788
v19220,100,2788
v32987,100,2788
v17951,100,2788
v15456,100,2788
v1181,100,2788
v10432,100,2788
v6426,100,2788
v24103,100,2788
v18005,99,2812
v30214,99,2812
v10948,99,2812
v28516,99,2812
v13833,99,2812
v12603,99,2812
v8252,99,2812
v19024,99,2812
v20837,99,2812
v22583,99,2812
v727,99,2812
v11963,99,2812
v29726,99,2812
v769,99,2812
v15414,99,2812
v17626,99,2812
v10026,99,2812
v3943,99,2812
v14082,99,2812
v5635,99,2812
v16881,99,2812
v18704,99,2812
v5433,98,2834
v15879,98,2834
v11493,98,2834
v4637,98,2834
v9500,98,2834
v1445,98,2834
v31534,98,2834
v22469,98,2834
v21472,98,2834
v1993,98,2834
v52995,98,2834
v7774,98,2834
v4103,98,2834
v11751,98,2834
v22758,98,2834
v15020,98,2834
v29421,98,2834
v22768,98,2834
v19320,98,2834
v29398,98,2834
v32175,98,2834
v22581,98,2834
v1646,98,2834
v17630,98,2834
v9330,98,2834
v32101,98,2834
v14415,98,2834
v34737,98,2834
v28131,98,2834
v26551,98,2834
v25951,98,2834
v21935,98,2834
v31210,98,2834
v23466,97,2867
v16458,97,2867
v23169,97,2867
v24422,97,2867
v17728,97,2867
v19216,97,2867
v5445,97,2867
v17088,97,2867
v27704,97,2867
v26773,97,2867
v10889,97,2867
v1401,97,2867
v17810,97,2867
v23179,97,2867
v10271,97,2867
v30041,97,2867
v2609,97,2867
v972,97,2867
v36616,97,2867
v17263,97,2867
v19471,97,2867
v16043,97,2867
v11868,97,2867
v2916,97,2867
v21201,97,2867
v31003,97,2867
v11900,97,2867
v18458,97,2867
v24115,97,2867
v300,97,2867
v13904,96,2897
v27505,96,2897
v6282,96,2897
v22865,96,2897
v19300,96,2897
v27959,96,2897
v10815,96,2897
v25616,96,2897
v398,96,2897
v24984,96,2897
v18812,96,2897
v26424,96,2897
v24559,96,2897
v835,96,2897
v17769,96,2897
v15891,96,2897
v3272,96,2897
v36845,96,2897
v24966,96,2897
v14282,96,2897
v22528,96,2897
v12028,96,2897
v1052,96,2897
v13834,96,2897
v14640,95,2921
v453,95,2921
v12648,95,2921
v47866,95,2921
v33601,95,2921
v20556,95,2921
v7795,95,2921
v33417,95,2921
v17731,95,2921
v17941,95,2921
v15581,95,2921
v18863,95,2921
v24752,95,2921
v55370,95,2921
v20990,95,2921
v15127,95,2921
v9647,95,2921
v24684,95,2921
v29871,95,2921
v49227,95,2921
v108,95,2921
v29921,95,2921
v12232,95,2921
v18276,95,2921
v13353,95,2921
v21964,95,2921
v11712,95,2921
v28258,95,2921
v3294,95,2921
v2137,95,2921
v5690,95,2921
v36442,95,2921
v22025,95,2921
v20305,95,2921
